plntname,centralwavelng,bandwidth,especlipdep,espbritemp,plntreflink,facility,instrument
HAT-P-3 b,3.6,0.75,0.112,1575,<a refstr=TODOROV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..102T/abstract target=ref>Todorov et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-3 b,4.5,1.015,0.094,1268,<a refstr=TODOROV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..102T/abstract target=ref>Todorov et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-4 b,3.6,0.75,0.142,2194,<a refstr=TODOROV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..102T/abstract target=ref>Todorov et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-4 b,4.5,1.015,0.122,1819,<a refstr=TODOROV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..102T/abstract target=ref>Todorov et al. 2013</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-6 b,3.6,,0.117,1934,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-6 b,4.5,,0.106,1657,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-7 b,3.6,,0.098,2250,<a refstr=CHRISTIANSEN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710...97C/abstract target=ref>Christiansen et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-7 b,4.5,,0.159,2600,<a refstr=CHRISTIANSEN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710...97C/abstract target=ref>Christiansen et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-7 b,5.8,,0.245,3190,<a refstr=CHRISTIANSEN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710...97C/abstract target=ref>Christiansen et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-7 b,8,,0.262,3100,<a refstr=CHRISTIANSEN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710...97C/abstract target=ref>Christiansen et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-8 b,3.6,,0.131,1923,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HAT-P-8 b,4.5,,0.111,1588,<a refstr=TODOROV_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..111T/abstract target=ref> Todorov et al. 2012 </a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 149026 b,8,,0.084,2300,<a refstr=HARRINGTON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007Natur.447..691H/abstract target=ref>Harrington et al. 2007</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 149026 b,3.6,,0.04,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 149026 b,4.5,,0.034,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 149026 b,5.8,,0.044,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 149026 b,8,,0.052,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 149026 b,16,,0.085,,<a refstr=STEVENSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754..136S/abstract target=ref>Stevenson et al. 2012</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 189733 b,16,,0.551,1117,<a refstr=DEMING_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...644..560D/abstract target=ref>Deming et al. 2006</a>,Spitzer Space Telescope satellite,Infrared Spectrograph (IRS)
HD 189733 b,3.6,,0.256,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 189733 b,4.5,,0.214,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 189733 b,5.8,,0.31,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 189733 b,8,,0.391,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 189733 b,24,,0.598,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Multiband Imaging Photometer (MIPS)
HD 189733 b,16,,0.519,,<a refstr=CHARBONNEAU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1341C/abstract target=ref>Charbonneau et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Spectrograph (IRS)
HD 189733 b,8,,0.338,,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690..822K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 189733 b,24,,0.536,,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690..822K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Multiband Imaging Photometer (MIPS)
HD 189733 b,2.446,,0.0491,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,2.389,,0.0633,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,2.332,,0.0592,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,2.274,,0.086,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,2.216,,0.0714,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,2.159,,0.0452,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,2.101,,0.025,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,2.044,,0.0122,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.986,,0.003,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.929,,0.0128,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.869,,0.0389,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.814,,0.0331,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.755,,0.0532,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.698,,0.0452,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.64,,0.0177,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.584,,0.0021,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.525,,-0.019,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 189733 b,1.476,,-0.0089,,<a refstr=SWAIN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L.114S/abstract target=ref>Swain et al. 2009</a>,Hubble Space Telescope satellite,Near Infrared Camera and Multi-Object Spectrometer (NICMOS)
HD 209458 b,3.6,,0.106,1515,<a refstr=EVANS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.451..680E/abstract target=ref>Evans et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,4.5,,0.133,1426,<a refstr=EVANS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.451..680E/abstract target=ref>Evans et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,5.8,,0.142,1297,<a refstr=EVANS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.451..680E/abstract target=ref>Evans et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,8,,0.215,1397,<a refstr=EVANS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.451..680E/abstract target=ref>Evans et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,3.6,,0.094,,<a refstr=KNUTSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673..526K/abstract target=ref>Knutson et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,4.5,,0.213,,<a refstr=KNUTSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673..526K/abstract target=ref>Knutson et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,5.8,,0.301,,<a refstr=KNUTSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673..526K/abstract target=ref>Knutson et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,8,,0.24,,<a refstr=KNUTSON_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673..526K/abstract target=ref>Knutson et al. 2008</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,24,,0.338,1320,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...752...81C/abstract target=ref>Crossfield et al. 2012</a>,Spitzer Space Telescope satellite,Multiband Imaging Photometer (MIPS)
HD 209458 b,4.5,,0.1391,1499,<a refstr=ZELLEM_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...790...53Z/abstract target=ref>Zellem et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
HD 209458 b,3.6,,0.119,,<a refstr=DIAMOND_LOWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...796...66D/abstract target=ref>Diamond-Lowe et al. 2014</a>,Spitzer Space Telescope,Infrared Array Camera (IRAC)
HD 209458 b,4.5,,0.123,,<a refstr=DIAMOND_LOWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...796...66D/abstract target=ref>Diamond-Lowe et al. 2014</a>,Spitzer Space Telescope,Infrared Array Camera (IRAC)
HD 209458 b,5.8,,0.134,,<a refstr=DIAMOND_LOWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...796...66D/abstract target=ref>Diamond-Lowe et al. 2014</a>,Spitzer Space Telescope,Infrared Array Camera (IRAC)
HD 209458 b,8,,0.215,,<a refstr=DIAMOND_LOWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...796...66D/abstract target=ref>Diamond-Lowe et al. 2014</a>,Spitzer Space Telescope,Infrared Array Camera (IRAC)
HD 209458 b,1.151,0.053,0.0043,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.204,0.052,0.0097,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.256,0.052,0.0115,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.308,0.053,0.0109,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.361,0.053,0.008,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.414,0.052,0.0043,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.466,0.052,0.0086,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.518,0.053,0.0107,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.571,0.053,0.0167,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
HD 209458 b,1.624,0.052,0.017,,<a refstr=LINE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..203L/abstract target=ref>Line et al. 2016</a>,Hubble Space Telescope satellite,Wide Field Camera 3
KELT-1 b,0.905,,0.049,,<a refstr=BEATTY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..112B/abstract target=ref>Beatty et al. 2014</a>,University of Louisville 0.6m (24inch) Telescope at Moore Observatory,Apogee CCD
KELT-1 b,3.6,,0.195,,<a refstr=BEATTY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..112B/abstract target=ref>Beatty et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
KELT-1 b,4.5,,0.2,,<a refstr=BEATTY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..112B/abstract target=ref>Beatty et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
KELT-1 b,2.19,,0.16,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
Kepler-5 b,3.6,,0.103,1900,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...11D/abstract target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
Kepler-5 b,4.5,,0.107,1770,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...11D/abstract target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
Kepler-6 b,3.6,,0.069,1320,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...11D/abstract target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
Kepler-6 b,4.5,,0.151,1700,<a refstr=D_EACUTE_SERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...11D/abstract target=ref>D&eacute;sert et al. 2011</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
Qatar-1 b,2.15,,0.136,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
TrES-1 b,4.5,,0.066,1010,<a refstr=CHARBONNEAU_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...626..523C/abstract target=ref>Charbonneau et al. 2005</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-1 b,8,,0.225,1230,<a refstr=CHARBONNEAU_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...626..523C/abstract target=ref>Charbonneau et al. 2005</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-2 b,3.6,,0.127,,<a refstr=O__39_DONOVAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1551O/abstract target=ref>O&#39;Donovan et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-2 b,4.5,,0.23,,<a refstr=O__39_DONOVAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1551O/abstract target=ref>O&#39;Donovan et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-2 b,5.8,,0.199,,<a refstr=O__39_DONOVAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1551O/abstract target=ref>O&#39;Donovan et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-2 b,8,,0.359,,<a refstr=O__39_DONOVAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1551O/abstract target=ref>O&#39;Donovan et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-3 b,3.6,,0.356,,<a refstr=FRESSIN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..374F/abstract target=ref>Fressin et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-3 b,4.5,,0.372,,<a refstr=FRESSIN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..374F/abstract target=ref>Fressin et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-3 b,5.8,,0.449,,<a refstr=FRESSIN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..374F/abstract target=ref>Fressin et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-3 b,8,,0.475,,<a refstr=FRESSIN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711..374F/abstract target=ref>Fressin et al. 2010</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-3 b,2.146,,0.133,1731,<a refstr=CROLL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..920C/abstract target=ref>Croll et al. 2010</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,Wide-field Infrared Camera (WIRCam)
TrES-4 b,3.6,,0.137,1960,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691..866K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-4 b,4.5,,0.148,1800,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691..866K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-4 b,5.8,,0.261,2210,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691..866K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
TrES-4 b,8,,0.318,2290,<a refstr=KNUTSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691..866K/abstract target=ref>Knutson et al. 2009</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-10 b,2.159,0.262,0.137,,<a refstr=CRUZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...574A.103C/abstract target=ref>Cruz et al. 2015</a>,Max Planck Institute for Astronomy and Institute of Astrophysics of Andalusia (CSIC) 3.5m Telescope at Calar Alto Observatory,OMEGA2000
WASP-10 b,3.6,,0.1,1152,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-10 b,4.5,,0.146,1086,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
WASP-12 b,0.9,,0.082,3028,<a refstr=L_OACUTE_PEZ_MORALES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...716L..36L/abstract target=ref>L&oacute;pez-Morales et al. 2010</a>,Astrophysical Research Consortium (ARC) 3.5m Telescope At Apache Point Observatory (APO),Seaver Prototype Imaging camera (SPICam)
WASP-12 b,2.146,,0.309,,<a refstr=CROLL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141...30C/abstract target=ref>Croll et al. 2011</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,Wide-field Infrared Camera (WIRCam)
WASP-12 b,1.631,,0.176,,<a refstr=CROLL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141...30C/abstract target=ref>Croll et al. 2011</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,Wide-field Infrared Camera (WIRCam)
WASP-12 b,1.253,,0.131,,<a refstr=CROLL_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011AJ....141...30C/abstract target=ref>Croll et al. 2011</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,Wide-field Infrared Camera (WIRCam)
WASP-12 b,1.5375,0.025,0.034,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,1.5625,0.025,0.206,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,1.5875,0.025,0.204,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,1.6125,0.025,0.133,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
WASP-12 b,1.6375,0.025,0.213,,<a refstr=CROSSFIELD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746...46C/abstract target=ref>Crossfield et al. 2012</a>,Infrared Telescope Facility,SpeX
